Location,Duration (min),Time interval,Heuristics,Cuts,MIPFocus,AggFill,Obj (min),Time (s)
QHZ-CPZ,30,21:30-22:00,0.0005,1,0,100,30,0.391
QHZ-CPZ,30,21:30-22:00,0.0001,-1,0,100,30,0.392
QHZ-CPZ,30,21:30-22:00,0.0005,-1,0,1000,30,0.393
QHZ-CPZ,30,21:30-22:00,0.001,2,1,1,30,0.394
QHZ-CPZ,30,21:30-22:00,0.0005,2,0,1000,30,0.394
QHZ-CPZ,30,21:30-22:00,0.005,-1,0,10,30,0.395
QHZ-CPZ,30,21:30-22:00,0.0005,-1,0,100,30,0.395
QHZ-CPZ,30,21:30-22:00,0.005,2,3,0,30,0.395
QHZ-CPZ,30,22:00-22:30,0.005,2,1,1,89,0.373
QHZ-CPZ,30,22:00-22:30,0.001,-1,1,1,89,0.374
QHZ-CPZ,30,22:00-22:30,0.005,3,0,1,89,0.376
QHZ-CPZ,30,22:00-22:30,0.005,0,0,1000,89,0.377
QHZ-CPZ,30,22:00-22:30,0.001,2,0,1,89,0.379
QHZ-CPZ,30,22:00-22:30,0.0001,3,1,10,89,0.381
QHZ-CPZ,30,22:00-22:30,0.0005,-1,1,1000,89,0.383
QHZ-CPZ,30,22:00-22:30,0.0005,0,0,1,89,0.384
XHB-ZJK,30,06:00-06:30,0.0005,0,1,0,0,13.461
XHB-ZJK,30,06:00-06:30,0.01,0,1,-1,0,13.601
XHB-ZJK,30,06:00-06:30,0.05,0,0,1,0,14.26
XHB-ZJK,30,06:00-06:30,0.5,0,0,0,0,14.274
XHB-ZJK,30,06:00-06:30,0.0001,2,1,10,0,14.649
XHB-ZJK,30,06:00-06:30,0.005,2,1,10,0,14.713
XHB-ZJK,30,06:00-06:30,0.0001,1,0,10,0,14.74
XHB-ZJK,30,06:00-06:30,0.01,2,0,10,0,14.751
XHB-ZJK,30,08:00-08:30,0.0001,0,0,1,33,13.172
XHB-ZJK,30,08:00-08:30,0.0001,0,0,1,33,13.173
XHB-ZJK,30,08:00-08:30,0.01,0,0,10,33,13.296
XHB-ZJK,30,08:00-08:30,0.01,0,1,0,33,13.353
XHB-ZJK,30,08:00-08:30,0.001,0,1,1,33,13.373
XHB-ZJK,30,08:00-08:30,0.5,0,1,-1,33,14.143
XHB-ZJK,30,08:00-08:30,0.0001,-1,1,10,33,15.035
XHB-ZJK,30,08:00-08:30,0.5,1,1,1,33,16.328
XHB-ZJK,30,08:30-09:00,0.0001,0,1,10,43,16.037
XHB-ZJK,30,08:30-09:00,0.005,0,0,10,43,16.089
XHB-ZJK,30,08:30-09:00,0.001,0,0,1,43,17.493
XHB-ZJK,30,08:30-09:00,0.01,0,1,1,43,17.543
XHB-ZJK,30,08:30-09:00,0.5,0,0,-1,43,18.897
XHB-ZJK,30,08:30-09:00,0.0005,-1,0,1,43,19.467
XHB-ZJK,30,08:30-09:00,0.005,-1,0,1,43,19.482
XHB-ZJK,30,08:30-09:00,0.001,2,1,1,43,20.041
XHB-ZJK,30,09:00-09:30,0.0005,0,0,1,78,13.369
XHB-ZJK,30,09:00-09:30,0.0001,1,1,100,78,13.444
XHB-ZJK,30,09:00-09:30,0.01,0,0,1,78,13.445
XHB-ZJK,30,09:00-09:30,0.01,0,1,1,78,13.456
XHB-ZJK,30,09:00-09:30,0.0005,0,0,1,78,13.529
XHB-ZJK,30,09:00-09:30,0.0005,0,1,1,78,13.534
XHB-ZJK,30,09:00-09:30,0.005,0,0,-1,78,13.612
XHB-ZJK,30,09:00-09:30,0.001,0,1,10,78,13.698
XHB-ZJK,30,09:30-10:00,0.5,0,1,10,38,13.02
XHB-ZJK,30,09:30-10:00,0.01,0,1,-1,38,13.313
XHB-ZJK,30,09:30-10:00,0.0005,0,0,10,38,13.427
XHB-ZJK,30,09:30-10:00,0.01,0,1,10,38,13.438
XHB-ZJK,30,09:30-10:00,0.01,1,0,1000,38,15.115
XHB-ZJK,30,09:30-10:00,0.01,2,1,100,38,15.133
XHB-ZJK,30,09:30-10:00,0.0005,1,1,100,38,16.091
XHB-ZJK,30,09:30-10:00,0.0001,1,1,1000,38,16.098
XHB-ZJK,30,10:00-10:30,0.0001,-1,0,100,62,10.432
XHB-ZJK,30,10:00-10:30,0.0001,-1,1,1000,62,10.442
XHB-ZJK,30,10:00-10:30,0.0005,-1,0,100,62,10.464
XHB-ZJK,30,10:00-10:30,0.0005,-1,0,1000,62,10.523
XHB-ZJK,30,10:00-10:30,0.005,1,1,100,62,10.531
XHB-ZJK,30,10:00-10:30,0.01,-1,0,100,62,10.652
XHB-ZJK,30,10:00-10:30,0.0005,2,0,100,62,10.986
XHB-ZJK,30,10:00-10:30,0.0005,2,1,1000,62,11.02
XHB-ZJK,30,10:30-11:00,0.5,1,3,1000,20,9.965
XHB-ZJK,30,10:30-11:00,0.1,2,3,100,20,10.02
XHB-ZJK,30,10:30-11:00,0.5,2,3,1000,20,10.025
XHB-ZJK,30,10:30-11:00,0.5,1,2,100,20,10.05
XHB-ZJK,30,10:30-11:00,0.1,1,3,1000,20,10.072
XHB-ZJK,30,10:30-11:00,0.1,2,2,100,20,10.073
XHB-ZJK,30,10:30-11:00,0.5,2,2,1000,20,10.1
XHB-ZJK,30,10:30-11:00,0.05,-1,2,1000,20,10.104
XHB-ZJK,30,11:00-11:30,0.0001,0,1,10,108,11.752
XHB-ZJK,30,11:00-11:30,0.001,0,1,100,108,11.79
XHB-ZJK,30,11:00-11:30,0.0001,0,1,1000,108,11.81
XHB-ZJK,30,11:00-11:30,0.01,0,1,10,108,11.979
XHB-ZJK,30,11:00-11:30,0.0005,0,1,0,108,11.99
XHB-ZJK,30,11:00-11:30,0.0005,0,1,-1,108,12.056
XHB-ZJK,30,11:00-11:30,0.0001,0,0,-1,108,12.312
XHB-ZJK,30,11:00-11:30,0.5,0,0,10,108,12.366
XHB-ZJK,30,06:30-07:00,0.0001,0,1,-1,6,13.53
XHB-ZJK,30,06:30-07:00,0.01,0,1,0,6,13.575
XHB-ZJK,30,06:30-07:00,0.001,0,0,10,6,13.599
XHB-ZJK,30,06:30-07:00,0.1,0,0,10,6,14.73
XHB-ZJK,30,06:30-07:00,0.0005,-1,0,10,6,14.982
XHB-ZJK,30,06:30-07:00,0.0005,2,1,100,6,15.057
XHB-ZJK,30,06:30-07:00,0.0001,2,0,100,6,15.091
XHB-ZJK,30,06:30-07:00,0.005,2,1,1000,6,15.099
XHB-ZJK,30,11:30-12:00,0.005,0,1,10,98,10.123
XHB-ZJK,30,11:30-12:00,0.0005,0,1,0,98,10.588
XHB-ZJK,30,11:30-12:00,0.0001,0,0,1,98,10.726
XHB-ZJK,30,11:30-12:00,0.0001,0,0,-1,98,10.761
XHB-ZJK,30,11:30-12:00,0.01,0,1,0,98,10.821
XHB-ZJK,30,11:30-12:00,0.05,0,1,1,98,11.199
XHB-ZJK,30,11:30-12:00,0.1,0,1,-1,98,11.206
XHB-ZJK,30,11:30-12:00,0.05,0,1,1000,98,12.058
XHB-ZJK,30,12:00-12:30,0.01,0,0,1000,75,5.407
XHB-ZJK,30,12:00-12:30,0.01,0,1,100,75,5.415
XHB-ZJK,30,12:00-12:30,0.001,0,0,100,75,5.955
XHB-ZJK,30,12:00-12:30,0.01,2,1,100,75,6.316
XHB-ZJK,30,12:00-12:30,0.01,2,0,1000,75,6.327
XHB-ZJK,30,12:00-12:30,0.0001,0,1,-1,75,7.084
XHB-ZJK,30,12:00-12:30,0.005,0,0,10,75,7.103
XHB-ZJK,30,12:00-12:30,0.01,0,0,-1,75,7.208
XHB-ZJK,30,12:30-13:00,0.001,0,1,1000,36,3.774
XHB-ZJK,30,12:30-13:00,0.0005,0,0,1000,36,3.802
XHB-ZJK,30,12:30-13:00,0.0005,-1,0,1000,36,3.839
XHB-ZJK,30,12:30-13:00,0.0005,2,1,1000,36,3.852
XHB-ZJK,30,12:30-13:00,0.0001,2,1,100,36,3.858
XHB-ZJK,30,12:30-13:00,0.001,0,1,100,36,3.867
XHB-ZJK,30,12:30-13:00,0.0005,1,0,100,36,3.878
XHB-ZJK,30,12:30-13:00,0.005,2,0,100,36,3.879
XHB-ZJK,30,13:00-13:30,0.001,0,0,100,541,3.339
XHB-ZJK,30,13:00-13:30,0.0005,-1,0,1000,541,3.358
XHB-ZJK,30,13:00-13:30,0.005,2,0,1000,541,3.363
XHB-ZJK,30,13:00-13:30,0.005,0,1,100,541,3.367
XHB-ZJK,30,13:00-13:30,0.0005,1,0,100,541,3.374
XHB-ZJK,30,13:00-13:30,0.01,0,1,100,541,3.486
XHB-ZJK,30,13:00-13:30,0.01,2,1,100,541,3.517
XHB-ZJK,30,13:00-13:30,0.0005,3,0,100,541,3.891
XHB-ZJK,30,13:30-14:00,0.0005,1,1,100,46,3.092
XHB-ZJK,30,13:30-14:00,0.005,-1,1,1000,46,3.097
XHB-ZJK,30,13:30-14:00,0.001,-1,0,1000,46,3.099
XHB-ZJK,30,13:30-14:00,0.001,-1,0,100,46,3.108
XHB-ZJK,30,13:30-14:00,0.0005,0,0,1000,46,3.118
XHB-ZJK,30,13:30-14:00,0.0005,2,1,100,46,3.123
XHB-ZJK,30,13:30-14:00,0.005,2,0,100,46,3.129
XHB-ZJK,30,13:30-14:00,0.0001,-1,1,1000,46,3.129
XHB-ZJK,30,14:00-14:30,0.001,0,0,10,79,3.964
XHB-ZJK,30,14:00-14:30,0.0005,0,0,1000,79,4.121
XHB-ZJK,30,14:00-14:30,0.005,0,1,1000,79,4.158
XHB-ZJK,30,14:00-14:30,0.05,0,1,1,79,4.392
XHB-ZJK,30,14:00-14:30,0.1,0,0,-1,79,4.409
XHB-ZJK,30,14:00-14:30,0.5,0,1,1,79,4.421
XHB-ZJK,30,14:00-14:30,0.5,0,1,-1,79,4.444
XHB-ZJK,30,14:00-14:30,0.05,0,0,1,79,4.457
XHB-ZJK,30,14:30-15:00,0.0005,2,1,100,83,2.594
XHB-ZJK,30,14:30-15:00,0.001,0,1,100,83,2.595
XHB-ZJK,30,14:30-15:00,0.0005,2,1,100,83,2.597
XHB-ZJK,30,14:30-15:00,0.001,2,1,100,83,2.597
XHB-ZJK,30,14:30-15:00,0.005,0,0,100,83,2.606
XHB-ZJK,30,14:30-15:00,0.0005,-1,0,100,83,2.623
XHB-ZJK,30,14:30-15:00,0.001,-1,1,1000,83,2.626
XHB-ZJK,30,14:30-15:00,0.001,-1,0,1000,83,2.651
XHB-ZJK,30,15:00-15:30,0.001,1,0,1000,75,2.984
XHB-ZJK,30,15:00-15:30,0.0001,-1,1,100,75,2.995
XHB-ZJK,30,15:00-15:30,0.0001,-1,1,100,75,3.005
XHB-ZJK,30,15:00-15:30,0.01,1,0,100,75,3.192
XHB-ZJK,30,15:00-15:30,0.0005,0,0,1000,75,3.317
XHB-ZJK,30,15:00-15:30,0.0005,0,1,100,75,3.368
XHB-ZJK,30,15:00-15:30,0.0005,0,1,1000,75,3.466
XHB-ZJK,30,15:00-15:30,0.05,0,1,100,75,3.627
XHB-ZJK,30,15:30-16:00,0.001,2,0,1000,66,1.941
XHB-ZJK,30,15:30-16:00,0.0001,2,0,100,66,1.942
XHB-ZJK,30,15:30-16:00,0.0001,2,1,100,66,1.952
XHB-ZJK,30,15:30-16:00,0.0005,2,1,100,66,1.957
XHB-ZJK,30,15:30-16:00,0.01,2,1,100,66,2.063
XHB-ZJK,30,15:30-16:00,0.001,0,0,1000,66,2.069
XHB-ZJK,30,15:30-16:00,0.01,2,0,100,66,2.105
XHB-ZJK,30,15:30-16:00,0.0001,1,0,100,66,2.162
XHB-ZJK,30,16:00-16:30,0.001,0,0,0,20,1.821
XHB-ZJK,30,16:00-16:30,0.0001,0,1,1,20,1.851
XHB-ZJK,30,16:00-16:30,0.001,0,1,0,20,1.858
XHB-ZJK,30,16:00-16:30,0.0005,0,0,10,20,1.862
XHB-ZJK,30,16:00-16:30,0.0001,0,1,-1,20,1.869
XHB-ZJK,30,16:00-16:30,0.001,0,0,0,20,1.887
XHB-ZJK,30,16:00-16:30,0.005,0,1,-1,20,1.892
XHB-ZJK,30,16:00-16:30,0.01,0,0,-1,20,1.996
XHB-ZJK,30,07:00-07:30,0.0005,0,0,10,3,13.997
XHB-ZJK,30,07:00-07:30,0.0005,0,1,10,3,14.062
XHB-ZJK,30,07:00-07:30,0.0001,0,0,0,3,14.078
XHB-ZJK,30,07:00-07:30,0.0001,0,0,-1,3,14.084
XHB-ZJK,30,07:00-07:30,0.0001,-1,1,100,3,14.756
XHB-ZJK,30,07:00-07:30,0.001,-1,0,100,3,14.799
XHB-ZJK,30,07:00-07:30,0.005,0,1,100,3,14.804
XHB-ZJK,30,07:00-07:30,0.0001,-1,0,1000,3,14.835
XHB-ZJK,30,16:30-17:00,0.0005,0,0,10,33,1.683
XHB-ZJK,30,16:30-17:00,0.005,0,0,10,33,1.708
XHB-ZJK,30,16:30-17:00,0.05,0,1,1000,33,1.714
XHB-ZJK,30,16:30-17:00,0.5,0,0,100,33,1.719
XHB-ZJK,30,16:30-17:00,0.05,0,1,100,33,1.737
XHB-ZJK,30,16:30-17:00,0.005,2,1,100,33,1.797
XHB-ZJK,30,16:30-17:00,0.0005,0,1,0,33,1.849
XHB-ZJK,30,16:30-17:00,0.001,1,0,100,33,1.916
XHB-ZJK,30,17:00-17:30,0.005,0,0,100,1.00E+100,1.21
XHB-ZJK,30,17:00-17:30,0.005,0,0,10,1.00E+100,1.46
XHB-ZJK,30,17:00-17:30,0.0001,-1,1,1000,1.00E+100,1.465
XHB-ZJK,30,17:00-17:30,0.0005,-1,0,100,1.00E+100,1.467
XHB-ZJK,30,17:00-17:30,0.0001,2,1,1000,1.00E+100,1.486
XHB-ZJK,30,17:00-17:30,0.005,1,0,1000,1.00E+100,1.491
XHB-ZJK,30,17:00-17:30,0.0005,-1,0,1000,1.00E+100,1.494
XHB-ZJK,30,17:00-17:30,0.05,0,1,1000,1.00E+100,1.529
XHB-ZJK,30,17:30-18:00,0.001,-1,1,100,11,1.187
XHB-ZJK,30,17:30-18:00,0.1,0,1,1000,11,1.264
XHB-ZJK,30,17:30-18:00,0.005,3,0,100,11,1.295
XHB-ZJK,30,17:30-18:00,0.01,2,0,100,11,1.308
XHB-ZJK,30,17:30-18:00,0.01,2,0,1000,11,1.316
XHB-ZJK,30,17:30-18:00,0.005,3,0,1000,11,1.316
XHB-ZJK,30,17:30-18:00,0.5,1,0,1000,11,1.443
XHB-ZJK,30,17:30-18:00,0.1,2,1,1000,11,1.456
XHB-ZJK,30,18:00-18:30,0.005,0,0,1000,18,0.83
XHB-ZJK,30,18:00-18:30,0.0001,0,0,1000,18,0.847
XHB-ZJK,30,18:00-18:30,0.0005,1,1,1000,18,0.961
XHB-ZJK,30,18:00-18:30,0.001,2,0,1000,18,0.981
XHB-ZJK,30,18:00-18:30,0.0005,2,1,100,18,0.993
XHB-ZJK,30,18:00-18:30,0.0005,0,1,10,18,1.004
XHB-ZJK,30,18:00-18:30,0.01,0,0,100,18,1.016
XHB-ZJK,30,18:00-18:30,0.001,2,0,1000,18,1.017
XHB-ZJK,30,18:30-19:00,0.0001,0,1,1000,44,0.881
XHB-ZJK,30,18:30-19:00,0.0001,0,1,100,44,0.898
XHB-ZJK,30,18:30-19:00,0.001,0,0,1000,44,0.914
XHB-ZJK,30,18:30-19:00,0.005,0,0,1000,44,0.925
XHB-ZJK,30,18:30-19:00,0.005,-1,0,100,44,0.995
XHB-ZJK,30,18:30-19:00,0.001,1,0,1000,44,1.009
XHB-ZJK,30,18:30-19:00,0.001,-1,0,100,44,1.01
XHB-ZJK,30,18:30-19:00,0.0001,2,1,10,44,1.076
XHB-ZJK,30,19:00-19:30,0.005,2,0,100,86,0.755
XHB-ZJK,30,19:00-19:30,0.001,2,1,10,86,0.765
XHB-ZJK,30,19:00-19:30,0.0001,2,0,100,86,0.768
XHB-ZJK,30,19:00-19:30,0.001,0,0,1000,86,0.801
XHB-ZJK,30,19:00-19:30,0.0001,0,0,1000,86,0.825
XHB-ZJK,30,19:00-19:30,0.005,-1,0,10,86,0.878
XHB-ZJK,30,19:00-19:30,0.001,1,0,100,86,0.894
XHB-ZJK,30,19:00-19:30,0.005,1,1,100,86,0.902
XHB-ZJK,30,19:30-20:00,0.0001,0,1,1000,54,0.555
XHB-ZJK,30,19:30-20:00,0.0001,0,1,1000,54,0.57
XHB-ZJK,30,19:30-20:00,0.0005,2,1,100,54,0.587
XHB-ZJK,30,19:30-20:00,0.0005,-1,0,1000,54,0.588
XHB-ZJK,30,19:30-20:00,0.001,2,1,10,54,0.598
XHB-ZJK,30,19:30-20:00,0.0005,-1,1,1000,54,0.599
XHB-ZJK,30,19:30-20:00,0.005,1,1,1000,54,0.599
XHB-ZJK,30,19:30-20:00,0.001,-1,1,10,54,0.606
XHB-ZJK,30,20:00-20:30,0.001,0,0,1000,80,0.493
XHB-ZJK,30,20:00-20:30,0.0005,2,0,10,80,0.506
XHB-ZJK,30,20:00-20:30,0.0001,2,0,1000,80,0.508
XHB-ZJK,30,20:00-20:30,0.0001,1,0,10,80,0.515
XHB-ZJK,30,20:00-20:30,0.005,1,0,100,80,0.516
XHB-ZJK,30,20:00-20:30,0.005,2,1,100,80,0.523
XHB-ZJK,30,20:00-20:30,0.005,1,1,10,80,0.523
XHB-ZJK,30,20:00-20:30,0.001,2,0,10,80,0.526
XHB-ZJK,30,20:30-21:00,0.0001,0,1,100,31,0.451
XHB-ZJK,30,20:30-21:00,0.0001,-1,0,0,31,0.452
XHB-ZJK,30,20:30-21:00,0.005,-1,1,0,31,0.453
XHB-ZJK,30,20:30-21:00,0.001,3,0,0,31,0.459
XHB-ZJK,30,20:30-21:00,0.0001,-1,0,10,31,0.46
XHB-ZJK,30,20:30-21:00,0.0005,0,1,1,31,0.462
XHB-ZJK,30,20:30-21:00,0.0005,2,0,10,31,0.462
XHB-ZJK,30,20:30-21:00,0.005,1,0,1000,31,0.463
XHB-ZJK,30,21:00-21:30,0.0005,1,0,-1,67,0.477
XHB-ZJK,30,21:00-21:30,0.0005,2,0,0,67,0.478
XHB-ZJK,30,21:00-21:30,0.0005,1,1,-1,67,0.486
XHB-ZJK,30,21:00-21:30,0.0001,2,1,0,67,0.489
XHB-ZJK,30,21:00-21:30,0.005,2,1,0,67,0.492
XHB-ZJK,30,21:00-21:30,0.001,2,2,0,67,0.493
XHB-ZJK,30,21:00-21:30,0.005,2,1,0,67,0.498
XHB-ZJK,30,21:00-21:30,0.0001,3,0,-1,67,0.502
XHB-ZJK,30,07:30-08:00,0.1,2,2,1000,9,13.982
XHB-ZJK,30,07:30-08:00,0.05,1,3,100,9,15.113
XHB-ZJK,30,07:30-08:00,0.1,3,2,100,9,16.073
XHB-ZJK,30,07:30-08:00,0.5,3,3,100,9,16.113
XHB-ZJK,30,07:30-08:00,0.1,-1,3,100,9,16.136
XHB-ZJK,30,07:30-08:00,0.5,3,3,100,9,16.153
XHB-ZJK,30,07:30-08:00,0.0001,0,1,-1,9,16.493
XHB-ZJK,30,07:30-08:00,0.0001,0,1,-1,9,16.55
XHB-ZJK,30,21:30-22:00,0.0001,2,0,100,72,0.403
XHB-ZJK,30,21:30-22:00,0.0005,-1,1,1,72,0.404
XHB-ZJK,30,21:30-22:00,0.001,2,3,0,72,0.404
XHB-ZJK,30,21:30-22:00,0.001,-1,0,1,72,0.405
XHB-ZJK,30,21:30-22:00,0.0001,1,0,1000,72,0.406
XHB-ZJK,30,21:30-22:00,0.001,-1,2,1,72,0.407
XHB-ZJK,30,21:30-22:00,0.001,2,0,100,72,0.407
XHB-ZJK,30,21:30-22:00,0.0005,2,1,1,72,0.407
XHB-ZJK,30,22:00-22:30,0.005,0,0,100,0,0.374
XHB-ZJK,30,22:00-22:30,0.001,2,1,1000,0,0.376
XHB-ZJK,30,22:00-22:30,0.0001,1,0,100,0,0.377
XHB-ZJK,30,22:00-22:30,0.001,1,0,1000,0,0.378
XHB-ZJK,30,22:00-22:30,0.0001,-1,1,1000,0,0.378
XHB-ZJK,30,22:00-22:30,0.001,-1,0,1000,0,0.378
XHB-ZJK,30,22:00-22:30,0.0005,3,0,1000,0,0.378
XHB-ZJK,30,22:00-22:30,0.0005,2,3,100,0,0.38
XHY-XHB,30,06:00-06:30,0.0005,0,0,-1,0,13.486
XHY-XHB,30,06:00-06:30,0.5,0,1,1,0,14.019
XHY-XHB,30,06:00-06:30,0.1,0,0,0,0,14.071
XHY-XHB,30,06:00-06:30,0.05,0,0,1,0,14.186
XHY-XHB,30,06:00-06:30,0.5,0,0,0,0,14.338
XHY-XHB,30,06:00-06:30,0.005,2,0,0,0,14.709
XHY-XHB,30,06:00-06:30,0.0005,-1,1,10,0,14.733
XHY-XHB,30,06:00-06:30,0.005,1,1,10,0,14.757
XHY-XHB,30,08:00-08:30,0.0005,0,0,-1,32,13.307
XHY-XHB,30,08:00-08:30,0.0001,0,1,1,32,13.313
XHY-XHB,30,08:00-08:30,0.001,0,1,1,32,13.328
XHY-XHB,30,08:00-08:30,0.005,0,1,0,32,13.336
XHY-XHB,30,08:00-08:30,0.01,0,1,-1,32,13.381
XHY-XHB,30,08:00-08:30,0.01,0,0,0,32,13.4
XHY-XHB,30,08:00-08:30,0.01,0,1,-1,32,13.608
XHY-XHB,30,08:00-08:30,0.5,0,0,1,32,14.244
XHY-XHB,30,08:30-09:00,0.0005,0,0,-1,29,14.751
XHY-XHB,30,08:30-09:00,0.0005,0,1,1,29,14.763
XHY-XHB,30,08:30-09:00,0.005,0,1,-1,29,14.781
XHY-XHB,30,08:30-09:00,0.001,0,0,-1,29,14.838
XHY-XHB,30,08:30-09:00,0.01,0,1,-1,29,14.903
XHY-XHB,30,08:30-09:00,0.1,0,0,-1,29,15.399
XHY-XHB,30,08:30-09:00,0.1,0,1,0,29,15.471
XHY-XHB,30,08:30-09:00,0.01,2,0,1000,29,17.074
XHY-XHB,30,09:00-09:30,0.0001,0,1,1000,42,12.704
XHY-XHB,30,09:00-09:30,0.0005,0,0,1000,42,12.715
XHY-XHB,30,09:00-09:30,0.0001,1,0,1000,42,13.141
XHY-XHB,30,09:00-09:30,0.001,-1,0,100,42,13.166
XHY-XHB,30,09:00-09:30,0.0005,1,1,100,42,13.187
XHY-XHB,30,09:00-09:30,0.0005,-1,1,100,42,13.2
XHY-XHB,30,09:00-09:30,0.005,-1,0,100,42,13.217
XHY-XHB,30,09:00-09:30,0.005,-1,1,1000,42,13.219
XHY-XHB,30,09:30-10:00,0.005,0,0,1,41,12.515
XHY-XHB,30,09:30-10:00,0.01,0,0,10,41,12.602
XHY-XHB,30,09:30-10:00,0.005,0,1,10,41,12.611
XHY-XHB,30,09:30-10:00,0.0005,0,1,-1,41,12.743
XHY-XHB,30,09:30-10:00,0.01,0,1,0,41,12.753
XHY-XHB,30,09:30-10:00,0.0005,0,1,10,41,12.808
XHY-XHB,30,09:30-10:00,0.0001,0,1,0,41,12.858
XHY-XHB,30,09:30-10:00,0.5,0,0,-1,41,13.343
XHY-XHB,30,10:00-10:30,0.0005,-1,0,1000,35,9.707
XHY-XHB,30,10:00-10:30,0.0005,0,1,1000,35,9.732
XHY-XHB,30,10:00-10:30,0.005,2,0,100,35,9.765
XHY-XHB,30,10:00-10:30,0.001,-1,1,1000,35,9.772
XHY-XHB,30,10:00-10:30,0.0001,-1,1,100,35,9.799
XHY-XHB,30,10:00-10:30,0.01,-1,1,1000,35,9.806
XHY-XHB,30,10:00-10:30,0.01,0,0,100,35,10.017
XHY-XHB,30,10:00-10:30,0.0005,-1,1,100,35,10.177
XHY-XHB,30,10:30-11:00,0.0005,0,1,10,247,10.715
XHY-XHB,30,10:30-11:00,0.005,0,1,10,247,10.748
XHY-XHB,30,10:30-11:00,0.1,0,3,1000,247,10.81
XHY-XHB,30,10:30-11:00,0.05,1,2,100,247,10.826
XHY-XHB,30,10:30-11:00,0.5,2,2,1000,247,11.038
XHY-XHB,30,10:30-11:00,0.0005,0,1,-1,247,11.115
XHY-XHB,30,10:30-11:00,0.5,0,1,10,247,11.383
XHY-XHB,30,10:30-11:00,0.5,0,1,10,247,11.397
XHY-XHB,30,11:00-11:30,0.0001,0,0,100,74,8.827
XHY-XHB,30,11:00-11:30,0.0005,0,1,1000,74,8.833
XHY-XHB,30,11:00-11:30,0.005,0,0,1000,74,8.918
XHY-XHB,30,11:00-11:30,0.0005,1,0,100,74,9.198
XHY-XHB,30,11:00-11:30,0.0005,-1,0,1000,74,9.229
XHY-XHB,30,11:00-11:30,0.0001,1,0,100,74,9.237
XHY-XHB,30,11:00-11:30,0.001,-1,1,100,74,9.27
XHY-XHB,30,11:00-11:30,0.01,-1,1,1000,74,9.372
XHY-XHB,30,06:30-07:00,0.0001,0,0,0,12,13.896
XHY-XHB,30,06:30-07:00,0.0001,0,0,0,12,13.962
XHY-XHB,30,06:30-07:00,0.005,0,1,-1,12,14.008
XHY-XHB,30,06:30-07:00,0.01,0,1,-1,12,14.016
XHY-XHB,30,06:30-07:00,0.01,0,1,1,12,14.049
XHY-XHB,30,06:30-07:00,0.0001,0,1,10,12,14.073
XHY-XHB,30,06:30-07:00,0.1,0,0,0,12,14.724
XHY-XHB,30,06:30-07:00,0.05,0,1,-1,12,14.754
XHY-XHB,30,11:30-12:00,0.0001,0,1,-1,118,11.023
XHY-XHB,30,11:30-12:00,0.001,0,0,-1,118,11.046
XHY-XHB,30,11:30-12:00,0.01,0,1,-1,118,11.071
XHY-XHB,30,11:30-12:00,0.01,0,0,0,118,11.209
XHY-XHB,30,11:30-12:00,0.0005,0,0,1,118,11.345
XHY-XHB,30,11:30-12:00,0.1,0,0,1,118,13.835
XHY-XHB,30,11:30-12:00,0.05,0,1,100,118,14.591
XHY-XHB,30,11:30-12:00,0.05,-1,0,-1,118,15.04
XHY-XHB,30,12:00-12:30,0.01,2,1,100,59,4.588
XHY-XHB,30,12:00-12:30,0.01,2,1,1000,59,4.644
XHY-XHB,30,12:00-12:30,0.01,1,1,1000,59,4.663
XHY-XHB,30,12:00-12:30,0.0001,0,0,1000,59,4.844
XHY-XHB,30,12:00-12:30,0.0001,0,1,100,59,4.933
XHY-XHB,30,12:00-12:30,0.005,0,1,1000,59,4.956
XHY-XHB,30,12:00-12:30,0.005,-1,1,1000,59,5.105
XHY-XHB,30,12:00-12:30,0.005,-1,1,1000,59,5.148
XHY-XHB,30,12:30-13:00,0.0001,0,0,100,74,4.106
XHY-XHB,30,12:30-13:00,0.0005,0,1,100,74,4.15
XHY-XHB,30,12:30-13:00,0.001,0,1,100,74,4.167
XHY-XHB,30,12:30-13:00,0.001,1,0,100,74,4.291
XHY-XHB,30,12:30-13:00,0.01,0,1,100,74,4.341
XHY-XHB,30,12:30-13:00,0.0001,1,0,100,74,4.345
XHY-XHB,30,12:30-13:00,0.005,1,0,1000,74,4.44
XHY-XHB,30,12:30-13:00,0.001,2,0,1000,74,4.664
XHY-XHB,30,13:00-13:30,0.005,1,0,100,25,3.372
XHY-XHB,30,13:00-13:30,0.001,1,1,100,25,3.38
XHY-XHB,30,13:00-13:30,0.0001,-1,1,1000,25,3.389
XHY-XHB,30,13:00-13:30,0.005,1,1,1000,25,3.396
XHY-XHB,30,13:00-13:30,0.001,1,0,1000,25,3.401
XHY-XHB,30,13:00-13:30,0.0005,2,1,1000,25,3.419
XHY-XHB,30,13:00-13:30,0.0005,0,1,1000,25,3.426
XHY-XHB,30,13:00-13:30,0.005,-1,1,1000,25,3.463
XHY-XHB,30,13:30-14:00,0.001,-1,1,100,69,3.836
XHY-XHB,30,13:30-14:00,0.0001,-1,1,1000,69,3.838
XHY-XHB,30,13:30-14:00,0.0005,1,0,100,69,3.846
XHY-XHB,30,13:30-14:00,0.0001,-1,0,1000,69,3.861
XHY-XHB,30,13:30-14:00,0.001,1,1,1000,69,3.863
